Issue Date,Issue No,Tenor,Weighted Average Rate
25-12-17,2244,91,8.005
25-12-17,2217,182,10.583
25-12-17,2156,364,11.128
18-12-17,2243,91,8.001
18-12-17,2155,182,10.529
18-12-17,2216,364,11.087
11-12-17,2242,91,8.011
11-12-17,2215,182,10.522
11-12-17,2154,364,11.076
04-12-17,2241,91,8.011
04-12-17,2214,182,10.478
04-12-17,2153,364,11.045
27-11-17,2240,91,8.011
27-11-17,2213,182,10.481
27-11-17,2151,364,11.019
20-11-17,2239,91,8.008
20-11-17,2212,182,10.483
20-11-17,2150,364,11.004
13-11-17,2238,91,8.015
13-11-17,2211,182,10.488
13-11-17,2149,364,11
06-11-17,2237,91,8.015
06-11-17,2210,182,10.433
06-11-17,2148,364,10.995
30-10-17,2236,91,8.011
30-10-17,2209,182,10.389
30-10-17,2147,364,10.989
23-10-17,2235,91,8.078
23-10-17,2208,182,10.314
23-10-17,2146,364,10.985
16-10-17,2234,91,8.097
16-10-17,2207,182,10.316
16-10-17,2145,364,10.989
09-10-17,2233,91,8.129
09-10-17,2206,182,10.319
09-10-17,2144,364,10.975
02-10-17,2232,91,8.13
02-10-17,2205,182,10.317
02-10-17,2143,364,10.958
25-09-17,2231,91,8.129
25-09-17,2142,182,10.959
25-09-17,2204,182,10.317
18-09-17,2230,91,8.134
18-09-17,2203,182,10.314
18-09-17,2141,364,10.93
11-09-17,2229,91,8.13
11-09-17,2202,182,10.313
11-09-17,2140,364,10.92
04-09-17,2228,91,8.139
04-09-17,2201,182,10.316
04-09-17,2139,364,10.922
28-08-17,2227,91,8.148
28-08-17,2200,182,10.314
28-08-17,2138,182,10.909
21-08-17,2226,91,8.153
21-08-17,2199,182,10.316
21-08-17,2137,364,10.906
14-08-17,2225,91,8.199
14-08-17,2198,182,10.32
14-08-17,2136,364,10.905
07-08-17,2224,91,8.196
07-08-17,2197,182,10.324
07-08-17,2135,364,10.889
31-07-17,2223,91,8.202
31-07-17,2196,182,10.321
31-07-17,2134,364,10.894
24-07-17,2222,91,8.205
24-07-17,2195,182,10.308
24-07-17,2133,364,10.887
17-07-17,2221,91,8.205
17-07-17,2194,182,10.323
17-07-17,2132,364,10.893
10-07-17,2220,91,8.221
10-07-17,2193,182,10.312
10-07-17,2131,364,10.889
03-07-17,2219,91,8.284
03-07-17,2192,182,10.329
03-07-17,2130,364,10.895
26-06-17,2218,91,8.31
26-06-17,2191,182,10.314
26-06-17,2129,364,10.868
19-06-17,2217,91,8.325
19-06-17,2128,364,10.863
19-06-17,2190,182,10.301
19-06-17,2217,91,8.325
12-06-17,2216,91,8.459
12-06-17,2189,182,10.326
12-06-17,2127,364,10.885
05-06-17,2215,91,8.54
05-06-17,2188,182,10.362
05-06-17,2126,364,10.914
29-05-17,2214,91,8.606
29-05-17,2187,182,10.374
29-05-17,2125,364,10.914
22-05-17,2213,91,8.677
22-05-17,2186,182,10.389
22-05-17,2124,364,10.914
15-05-17,2112,91,8.726
15-05-17,2185,182,10.407
15-05-17,2123,364,10.929
08-05-17,2211,91,8.759
08-05-17,2184,182,10.475
08-05-17,2122,364,10.926
01-05-17,2210,91,8.778
01-05-17,2121,364,10.938
24-04-17,2209,91,8.779
24-04-17,2119,364,10.924
17-04-17,2208,91,8.773
17-04-17,2118,364,10.925
10-04-17,2207,91,8.769
10-04-17,2117,364,10.925
03-04-17,2206,91,8.756
03-04-17,2116,364,10.919
06-03-17,2202,91,8.628
06-03-17,2183,182,10.525
06-03-17,2112,364,10.895
27-02-17,2201,91,8.618
27-02-17,2182,182,10.529
27-02-17,2111,364,10.899
20-02-17,2200,91,8.631
20-02-17,2181,182,10.524
20-02-17,2110,364,10.939
13-02-17,2199,91,8.656
13-02-17,2180,182,10.521
13-02-17,2109,364,10.94
30-01-17,2197,91,8.662
30-01-17,2178,182,10.535
30-01-17,2107,364,10.919
23-01-17,2196,91,8.661
23-01-17,2106,364,11.004
23-01-17,2177,182,10.533
16-01-17,2105,364,10.989
16-01-17,2176,182,10.463
16-01-17,2195,91,8.648
09-01-17,2104,364,11.01
09-01-17,2175,182,10.467
09-01-17,2194,91,8.552
02-01-17,2174,182,10.475
02-01-17,2193,91,8.553
26-12-16,2192,91,8.561
26-12-16,2173,182,10.493
26-12-16,2101,364,11.024
19-12-16,2191,91,8.484
19-12-16,2172,182,10.56
12-12-16,2190,91,8.359
12-12-16,2171,182,10.495
12-12-16,2100,364,11.093
05-12-16,2189,91,8.362
05-12-16,2170,182,10.462
05-12-16,2097,364,10.9
28-11-16,2169,182,10.371
28-11-16,2096,364,10.886
28-11-16,2188,91,8.326
21-11-16,2187,91,8.331
21-11-16,2168,182,10.36
21-11-16,2095,364,10.862
14-11-16,2167,182,10.302
14-11-16,2094,364,10.717
14-11-16,2186,91,7.96
14-11-16,2186,91,8.23
14-11-16,2167,182,10.302
14-11-16,2094,364,10.717
07-11-16,2166,182,10.296
07-11-16,2185,91,8.113
07-11-16,2093,364,10.609
31-10-16,2184,91,8.03
31-10-16,2165,182,10.27
31-10-16,2092,364,10.576
31-10-16,2165,182,10.27
31-10-16,2184,91,8.03
31-10-16,2092,364,10.576
24-10-16,2183,91,7.696
24-10-16,2164,182,10.357
24-10-16,2091,364,10.412
24-10-16,2183,91,7.696
24-10-16,2091,364,10.412
24-10-16,2164,182,10.357
17-10-16,2163,182,10.292
17-10-16,2090,364,10.329
17-10-16,2182,91,7.719
17-10-16,2163,182,10.292
17-10-16,2090,364,10.329
17-10-16,2182,91,7.719
10-10-16,2181,91,7.759
10-10-16,2162,182,10.34
10-10-16,2089,364,10.343
10-10-16,2089,364,10.343
10-10-16,2181,91,7.759
10-10-16,2162,182,10.34
03-10-16,2161,182,10.416
03-10-16,2088,364,10.417
03-10-16,2180,91,7.816
03-10-16,2088,364,10.417
03-10-16,2161,182,10.416
03-10-16,2180,91,7.816
26-09-16,2179,91,7.89
26-09-16,2087,364,10.599
26-09-16,2160,182,10.568
26-09-16,2160,182,10.568
26-09-16,2087,364,10.599
26-09-16,2179,91,7.89
19-09-16,2178,91,7.986
19-09-16,2159,182,10.753
19-09-16,2086,364,10.894
19-09-16,2086,364,10.894
19-09-16,2159,182,10.753
19-09-16,2178,91,7.986
12-09-16,2177,91,8.087
12-09-16,2158,182,10.943
12-09-16,2085,364,11.129
12-09-16,2177,91,8.087
12-09-16,2158,182,10.943
12-09-16,2085,364,11.129
05-09-16,2176,91,8.258
05-09-16,2157,182,11.125
05-09-16,2084,364,11.502
05-09-16,2176,91,8.258
05-09-16,2157,182,11.125
05-09-16,2084,364,11.502
29-08-16,2175,91,8.607
29-08-16,2156,182,11.182
29-08-16,2083,364,11.982
29-08-16,2083,364,11.982
29-08-16,2156,182,11.182
29-08-16,2175,91,8.607
22-08-16,2174,91,8.609
22-08-16,2155,182,11.02
22-08-16,2082,364,11.865
22-08-16,2082,364,11.865
22-08-16,2155,182,11.02
22-08-16,2174,91,8.609
15-08-16,2173,91,8.541
15-08-16,2154,182,10.811
15-08-16,2081,364,11.684
15-08-16,2081,364,11.684
15-08-16,2173,91,8.541
15-08-16,2154,182,10.811
08-08-16,2172,91,8.349
08-08-16,2153,182,10.696
08-08-16,2080,364,11.405
08-08-16,2153,182,10.696
08-08-16,2080,364,11.405
08-08-16,2172,91,8.349
01-08-16,2171,91,8.293
01-08-16,2152,182,10.474
01-08-16,2079,364,11.369
01-08-16,2152,182,10.474
01-08-16,2171,91,8.293
01-08-16,2079,364,11.369
25-07-16,2170,91,7.919
25-07-16,2151,182,10.205
25-07-16,2078,364,11.027
25-07-16,2151,182,10.205
25-07-16,2078,364,11.027
25-07-16,2151,182,10.205
25-07-16,2078,364,11.027
25-07-16,2151,182,10.205
25-07-16,2170,91,7.919
18-07-16,2169,91,7.649
18-07-16,2150,182,9.914
18-07-16,2077,364,10.869
18-07-16,2077,364,10.869
18-07-16,2169,91,7.649
18-07-16,2150,182,9.914
11-07-16,2168,91,7.027
11-07-16,2149,182,9.647
11-07-16,2076,364,10.952
11-07-16,2076,364,10.952
11-07-16,2149,182,9.647
11-07-16,2168,91,7.027
04-07-16,2167,91,7.045
04-07-16,2148,182,9.393
04-07-16,2075,364,10.676
04-07-16,2075,364,10.676
04-07-16,2148,182,9.393
04-07-16,2167,91,7.045
27-06-16,2166,91,7.059
27-06-16,2147,182,9.239
27-06-16,2074,364,10.737
27-06-16,2074,364,10.737
27-06-16,2147,182,9.239
27-06-16,2166,91,7.059
20-06-16,2165,91,7.161
20-06-16,2146,182,9.545
20-06-16,2073,364,10.734
20-06-16,2073,364,10.734
20-06-16,2146,182,9.545
20-06-16,2165,91,7.161
13-06-16,2164,91,7.303
13-06-16,2145,182,9.648
13-06-16,2072,364,10.844
13-06-16,2145,182,9.648
13-06-16,2164,91,7.303
13-06-16,2072,364,10.844
06-06-16,2163,91,7.477
06-06-16,2144,182,9.799
06-06-16,2071,364,11.049
06-06-16,2071,364,11.049
06-06-16,2163,91,7.477
06-06-16,2144,182,9.799
30-05-16,2162,91,7.711
30-05-16,2143,182,9.999
30-05-16,2070,364,11.293
30-05-16,2162,91,7.711
30-05-16,2070,364,11.293
30-05-16,2143,182,9.999
23-05-16,2161,91,7.998
23-05-16,2142,182,10.137
23-05-16,2069,364,11.57
23-05-16,2142,182,10.137
23-05-16,2069,364,11.57
23-05-16,2161,91,7.998
23-05-16,2142,182,10.137
23-05-16,2069,364,11.57
16-05-16,2160,91,8.189
16-05-16,2141,182,10.273
16-05-16,2068,364,11.689
16-05-16,2141,182,10.273
16-05-16,2068,364,11.689
16-05-16,2160,91,8.189
09-05-16,2159,91,8.332
09-05-16,2140,182,10.366
09-05-16,2067,364,11.723
09-05-16,2067,364,11.723
09-05-16,2159,91,8.332
09-05-16,2140,182,10.366
02-05-16,2158,91,8.581
02-05-16,2139,182,10.453
02-05-16,2066,364,11.745
02-05-16,2158,91,8.581
02-05-16,2139,182,10.453
02-05-16,2066,364,11.745
25-04-16,2157,91,8.77
25-04-16,2138,182,10.691
25-04-16,2064,364,11.8
25-04-16,2064,364,11.8
25-04-16,2157,91,8.77
25-04-16,2138,182,10.691
18-04-16,2156,91,8.942
18-04-16,2137,182,10.938
18-04-16,2063,364,11.791
18-04-16,2063,364,11.791
18-04-16,2137,182,10.938
18-04-16,2156,91,8.942
11-04-16,2155,91,9.001
11-04-16,2136,182,10.833
11-04-16,2062,364,11.869
11-04-16,2136,182,10.833
11-04-16,2062,364,11.869
11-04-16,2155,91,9.001
04-04-16,2154,91,8.965
04-04-16,2135,182,10.729
04-04-16,2061,364,11.886
04-04-16,2135,182,10.729
04-04-16,2061,364,11.886
04-04-16,2154,91,8.965
28-03-16,2153,91,8.41
28-03-16,2134,182,10.662
28-03-16,2060,364,11.914
28-03-16,2134,182,10.662
28-03-16,2153,91,8.41
28-03-16,2060,364,11.914
21-03-16,2152,91,8.597
21-03-16,2133,182,10.499
21-03-16,2059,364,12.019
21-03-16,2152,91,8.597
21-03-16,2133,182,10.499
21-03-16,2059,364,12.019
14-03-16,2151,91,8.807
14-03-16,2132,182,10.89
14-03-16,2058,364,12.247
14-03-16,2132,182,10.89
14-03-16,2058,364,12.247
14-03-16,2151,91,8.807
14-03-16,2132,182,10.89
14-03-16,2058,364,12.247
07-03-16,2150,91,9.06
07-03-16,2130,182,11.627
07-03-16,2057,364,12.838
07-03-16,2150,91,9.06
07-03-16,2131,182,11.627
07-03-16,2057,364,12.838
29-02-16,2149,91,9.316
29-02-16,2129,182,11.925
29-02-16,2056,364,13.25
29-02-16,2056,364,13.25
29-02-16,2149,91,9.316
29-02-16,2130,364,11.925
22-02-16,2148,91,9.938
22-02-16,2128,182,13.251
22-02-16,2055,364,13.406
22-02-16,2055,364,13.406
22-02-16,2148,91,9.938
22-02-16,2129,182,12.476
15-02-16,2054,364,13.605
15-02-16,2147,91,10.835
15-02-16,2054,364,13.605
15-02-16,2128,182,13.251
11-02-16,2147,91,10.835
08-02-16,2053,364,13.964
08-02-16,2127,182,13.912
08-02-16,2146,91,11.361
08-02-16,2053,364,13.964
04-02-16,2146,91,11.361
03-02-16,2127,182,13.912
01-02-16,2145,91,11.702
01-02-16,2126,182,14.38
01-02-16,2052,364,14.488
01-02-16,2052,364,14.488
01-02-16,2126,182,14.38
01-02-16,2145,91,11.702
25-01-16,2144,91,11.756
25-01-16,2125,182,14.18
25-01-16,2051,364,14.919
25-01-16,2125,182,14.18
25-01-16,2144,91,11.756
25-01-16,2051,364,14.919
18-01-16,2143,91,11.434
18-01-16,2124,182,13.716
18-01-16,2050,364,14.335
18-01-16,2143,91,11.434
18-01-16,2124,182,13.716
18-01-16,2050,364,14.335
11-01-16,2142,91,11.398
11-01-16,2123,182,13.164
11-01-16,2049,364,13.803
11-01-16,2123,182,13.164
11-01-16,2049,364,13.803
11-01-16,2142,91,11.398
04-01-16,2141,91,10.845
04-01-16,2122,182,12.762
04-01-16,2122,182,12.762
04-01-16,2048,364,13.254
04-01-16,2141,91,10.845
04-01-16,2122,182,12.762
04-01-16,2048,364,13.254
28-12-15,2140,91,10.406
28-12-15,2121,182,12.336
28-12-15,2046,364,12.747
28-12-15,2046,364,12.747
28-12-15,2140,91,10.406
28-12-15,2122,182,12.762
21-12-15,2139,91,9.946
21-12-15,2120,182,11.717
21-12-15,2045,364,12.482
21-12-15,2120,182,11.717
21-12-15,2139,91,9.946
21-12-15,2121,182,12.336
14-12-15,2138,91,9.667
14-12-15,2119,182,11.099
14-12-15,2044,364,12.561
14-12-15,2044,364,12.561
14-12-15,2138,91,9.667
14-12-15,2045,364,12.482
07-12-15,2137,91,9.218
07-12-15,2118,182,10.558
07-12-15,2043,364,12.212
07-12-15,2137,91,9.218
07-12-15,2043,364,12.212
07-12-15,2119,182,11.099
30-11-15,2136,91,9.21
30-11-15,2117,182,10.092
30-11-15,2042,364,11.934
30-11-15,2117,182,10.092
30-11-15,2042,364,11.934
30-11-15,2118,182,10.558
23-11-15,2135,91,9.578
23-11-15,2116,182,10.203
23-11-15,2041,364,12.086
23-11-15,2135,91,9.578
23-11-15,2041,364,12.086
23-11-15,2136,91,9.21
16-11-15,2134,91,9.654
16-11-15,2115,182,12.282
16-11-15,2040,364,13.62
16-11-15,2040,364,13.62
16-11-15,2115,182,12.282
16-11-15,2116,182,10.203
09-11-15,2133,91,13.763
09-11-15,2114,182,16.492
09-11-15,2039,364,17.13
09-11-15,2133,91,13.763
09-11-15,2039,364,17.13
09-11-15,2134,91,9.654
02-11-15,2132,91,19.471
02-11-15,2113,182,21.028
02-11-15,2038,364,21.212
02-11-15,2113,182,21.028
02-11-15,2038,364,21.212
02-11-15,2114,182,16.492
26-10-15,2131,91,22.492
26-10-15,2112,182,22.291
26-10-15,2037,364,22.363
26-10-15,2112,182,22.291
26-10-15,2132,91,19.471
19-10-15,2130,91,22.133
19-10-15,2111,182,22.291
19-10-15,2037,364,22.363
19-10-15,2037,364,22.363
19-10-15,2130,91,22.133
19-10-15,2131,91,22.492
12-10-15,2129,91,21.353
12-10-15,2110,182,21.607
12-10-15,2035,364,21.498
12-10-15,2035,364,21.498
12-10-15,2110,182,21.607
12-10-15,2111,182,22.291
05-10-15,2128,91,20.637
05-10-15,2109,182,20.331
05-10-15,2034,364,20.695
05-10-15,2128,91,20.637
05-10-15,2109,182,20.331
05-10-15,2129,91,21.353
28-09-15,2127,91,18.607
28-09-15,2108,182,14.551
28-09-15,2032,364,16.301
28-09-15,2032,364,16.301
28-09-15,2127,91,18.607
28-09-15,2034,364,20.695
21-09-15,2126,91,14.486
21-09-15,2107,182,13.861
21-09-15,2031,364,15.768
21-09-15,2031,364,15.768
21-09-15,2107,182,13.861
21-09-15,2108,182,14.551
14-09-15,2125,91,13.858
14-09-15,2106,182,12.877
14-09-15,2030,364,14.948
14-09-15,2106,182,12.877
14-09-15,2125,91,13.858
14-09-15,2126,91,14.486
07-09-15,2124,91,11.502
07-09-15,2105,182,12.305
07-09-15,2029,364,13.967
07-09-15,2029,364,13.967
07-09-15,2124,91,11.502
07-09-15,2030,364,14.948
31-08-15,2123,91,11.512
31-08-15,2104,182,12.363
31-08-15,2028,364,13.819
31-08-15,2104,182,12.363
31-08-15,2028,364,13.819
31-08-15,2105,182,12.305
24-08-15,2122,91,11.565
24-08-15,2103,182,12.261
24-08-15,2027,364,13.045
24-08-15,2103,182,12.261
24-08-15,2027,364,13.045
24-08-15,2123,91,11.512
17-08-15,2121,91,11.496
17-08-15,2102,182,11.9
17-08-15,2026,364,13.001
17-08-15,2121,91,11.496
17-08-15,2026,364,13.001
17-08-15,2122,91,11.565
20-07-15,2117,91,11.327
20-07-15,2098,182,12.153
20-07-15,2022,364,12.532
20-07-15,2022,364,12.532
20-07-15,2098,182,12.153
20-07-15,2102,182,11.9
13-07-15,2116,91,11.285
13-07-15,2097,182,12.051
13-07-15,2021,364,11.137
13-07-15,2097,182,12.051
13-07-15,2116,91,11.285
13-07-15,2117,91,11.327
06-07-15,2115,91,8.165
06-07-15,2096,182,11.025
06-07-15,2020,364,11.025
06-07-15,2020,364,11.025
06-07-15,2115,91,8.165
06-07-15,2021,364,11.137
29-06-15,2114,91,8.274
29-06-15,2095,182,10.554
29-06-15,2019,364,11.071
29-06-15,2114,91,8.274
29-06-15,2095,182,10.554
29-06-15,2096,182,11.025
22-06-15,2113,91,8.317
22-06-15,2094,182,10.641
22-06-15,2018,364,11.139
22-06-15,2018,364,11.139
22-06-15,2094,182,10.641
22-06-15,2019,364,11.071
15-06-15,2112,91,8.312
15-06-15,2093,182,10.538
15-06-15,2017,364,11.088
15-06-15,2093,182,10.538
15-06-15,2017,364,11.088
15-06-15,2113,91,8.317
08-06-15,2111,91,8.224
08-06-15,2092,182,10.5
08-06-15,2016,364,10.8
08-06-15,2016,364,10.8
08-06-15,2111,91,8.224
08-06-15,2112,91,8.312
01-06-15,2110,91,8.162
01-06-15,2091,182,10.5
01-06-15,2015,364,10.8
01-06-15,2110,91,8.162
01-06-15,2015,364,10.8
01-06-15,2092,182,10.5
25-05-15,2109,91,8.124
25-05-15,2090,182,10.55
25-05-15,2014,364,10.808
25-05-15,2014,364,10.808
25-05-15,2090,182,10.55
25-05-15,2091,182,10.5
18-05-15,2108,91,8.167
18-05-15,2089,182,10.348
18-05-15,2013,364,10.768
18-05-15,2108,91,8.167
18-05-15,2013,364,10.768
18-05-15,2109,91,8.124
11-05-15,2107,91,8.357
11-05-15,2088,182,10.326
11-05-15,2012,364,10.677
11-05-15,2012,364,10.677
11-05-15,2107,91,8.357
11-05-15,2089,182,10.348
04-05-15,2106,91,8.378
04-05-15,2087,182,10.268
04-05-15,2011,364,10.605
04-05-15,2011,364,10.605
04-05-15,2106,91,8.378
04-05-15,2088,182,10.326
27-04-15,2105,91,8.406
27-04-15,2086,182,10.272
27-04-15,2009,364,10.595
27-04-15,2009,364,10.595
27-04-15,2105,91,8.406
27-04-15,2087,182,10.268
20-04-15,2104,91,8.408
20-04-15,2085,182,10.252
20-04-15,2008,364,10.576
20-04-15,2085,182,10.252
20-04-15,2008,364,10.576
20-04-15,2086,182,10.272
13-04-15,2103,91,8.422
13-04-15,2084,182,10.248
13-04-15,2007,364,10.564
13-04-15,2103,91,8.422
13-04-15,2084,182,10.248
13-04-15,2104,91,8.408
06-04-15,2102,91,8.454
06-04-15,2083,182,10.271
06-04-15,2006,364,10.543
06-04-15,2083,182,10.271
06-04-15,2006,364,10.543
06-04-15,2007,364,10.564
30-03-15,2101,91,8.438
30-03-15,2082,182,10.3
30-03-15,2005,364,10.553
30-03-15,2101,91,8.438
30-03-15,2082,182,10.3
30-03-15,2102,91,8.454
23-03-15,2100,91,8.447
23-03-15,2081,182,10.326
23-03-15,2004,364,10.596
23-03-15,2081,182,10.326
23-03-15,2100,91,8.447
23-03-15,2005,364,10.553
16-03-15,2099,91,8.453
16-03-15,2080,182,10.356
16-03-15,2003,364,10.636
16-03-15,2099,91,8.453
16-03-15,2003,364,10.636
16-03-15,2004,364,10.596
09-03-15,2098,91,8.463
09-03-15,2079,182,10.375
09-03-15,2002,364,10.768
09-03-15,2098,91,8.463
09-03-15,2002,364,10.768
09-03-15,2080,182,10.356
02-03-15,2097,91,8.645
02-03-15,2078,182,10.367
02-03-15,2001,364,10.892
02-03-15,2078,182,10.367
02-03-15,2097,91,8.645
02-03-15,2079,182,10.375
23-02-15,2096,91,8.64
23-02-15,2077,182,10.377
23-02-15,2000,364,10.907
23-02-15,2077,182,10.377
23-02-15,2000,364,10.907
23-02-15,2001,364,10.892
16-02-15,2095,91,8.563
16-02-15,2076,182,10.403
16-02-15,1999,364,10.942
16-02-15,2076,182,10.403
16-02-15,1999,364,10.942
16-02-15,2096,91,8.64
09-02-15,2094,91,8.582
09-02-15,2075,182,10.362
09-02-15,1998,364,10.987
09-02-15,2075,182,10.362
09-02-15,1998,364,10.987
09-02-15,2095,91,8.563
02-02-15,2093,91,8.572
02-02-15,2074,182,10.334
02-02-15,1997,364,10.984
02-02-15,2093,91,8.572
02-02-15,2074,182,10.334
02-02-15,2094,91,8.582
26-01-15,2092,91,8.684
26-01-15,2073,182,10.282
26-01-15,1996,364,10.825
26-01-15,2092,91,8.684
26-01-15,2073,182,10.282
26-01-15,1997,364,10.984
19-01-15,2091,91,8.601
19-01-15,2072,182,10.237
19-01-15,1995,364,10.707
19-01-15,2072,182,10.237
19-01-15,2091,91,8.601
19-01-15,1996,364,10.825
12-01-15,2090,91,8.529
12-01-15,2071,182,10.2
12-01-15,1994,364,10.679
12-01-15,2090,91,8.529
12-01-15,2071,182,10.2
12-01-15,1995,364,10.707
05-01-15,2089,91,8.532
05-01-15,2070,182,10.048
05-01-15,1993,364,10.687
05-01-15,1993,364,10.687
05-01-15,2070,182,10.048
05-01-15,1994,364,10.679
29-12-14,2088,91,8.571
29-12-14,2069,182,9.855
29-12-14,1991,364,10.575
29-12-14,2069,182,9.855
29-12-14,2088,91,8.571
29-12-14,2089,91,8.532
22-12-14,2087,91,8.513
22-12-14,2068,182,9.517
22-12-14,1990,364,10.388
22-12-14,2087,91,8.513
22-12-14,1991,364,10.575
15-12-14,2086,91,8.595
15-12-14,2067,182,9.45
15-12-14,1989,364,10.388
15-12-14,2086,91,8.595
15-12-14,2067,182,9.45
15-12-14,1990,364,10.388
08-12-14,2085,91,8.615
08-12-14,2066,182,9.318
08-12-14,1988,364,10.285
08-12-14,2066,182,9.318
08-12-14,1988,364,10.285
08-12-14,1989,364,10.388
01-12-14,2084,91,8.605
01-12-14,2065,182,9.286
01-12-14,1987,364,10.251
01-12-14,2065,182,9.286
01-12-14,1987,364,10.251
01-12-14,2085,91,8.615
24-11-14,2083,91,8.597
24-11-14,2064,182,9.201
24-11-14,1986,364,10.244
24-11-14,1986,364,10.244
24-11-14,2083,91,8.597
24-11-14,2084,91,8.605
17-11-14,2082,91,8.609
17-11-14,2063,182,9.211
17-11-14,1985,364,10.212
17-11-14,2082,91,8.609
17-11-14,2063,182,9.211
17-11-14,2064,182,9.201
10-11-14,2081,91,8.696
10-11-14,2062,182,9.183
10-11-14,1984,364,10.242
10-11-14,2062,182,9.183
10-11-14,2081,91,8.696
10-11-14,1985,364,10.212
03-11-14,2080,91,8.67
03-11-14,2061,182,9.105
03-11-14,1983,364,10.257
03-11-14,2080,91,8.67
03-11-14,2061,182,9.105
03-11-14,1984,364,10.242
27-10-14,2079,91,8.706
27-10-14,2060,182,9
27-10-14,1982,364,10.231
27-10-14,2079,91,8.706
27-10-14,2060,182,9
27-10-14,1983,364,10.257
20-10-14,2078,91,8.715
20-10-14,2059,182,8.986
20-10-14,1981,364,10.172
20-10-14,2059,182,8.986
20-10-14,1981,364,10.172
20-10-14,1982,364,10.231
13-10-14,2077,91,8.614
13-10-14,2058,182,8.913
13-10-14,1980,364,10.327
13-10-14,1980,364,10.327
13-10-14,2077,91,8.614
13-10-14,2078,91,8.715
06-10-14,2076,91,8.63
06-10-14,2057,182,8.742
06-10-14,1979,364,10.38
06-10-14,2076,91,8.63
06-10-14,2057,182,8.742
06-10-14,2058,182,8.913
29-09-14,2075,91,8.653
29-09-14,2056,182,8.741
29-09-14,1977,364,10.357
29-09-14,2056,182,8.741
29-09-14,1977,364,10.357
29-09-14,1979,364,10.38
22-09-14,2074,91,8.637
22-09-14,2055,182,8.604
22-09-14,1976,364,10.276
22-09-14,2055,182,8.604
22-09-14,2074,91,8.637
22-09-14,2075,91,8.653
15-09-14,2073,91,8.219
15-09-14,2054,182,8.55
15-09-14,1975,364,10.163
15-09-14,2073,91,8.219
15-09-14,1975,364,10.163
15-09-14,1976,364,10.276
08-09-14,2072,91,8.187
08-09-14,2053,182,8.55
08-09-14,1974,364,10.233
08-09-14,2053,182,8.55
08-09-14,2072,91,8.187
08-09-14,2054,182,8.55
01-09-14,2071,91,8.2
01-09-14,2052,182,8.605
01-09-14,1973,364,10.253
01-09-14,2071,91,8.2
01-09-14,2052,182,8.605
01-09-14,1974,364,10.233
25-08-14,2070,91,8.209
25-08-14,2051,182,8.693
25-08-14,1972,364,10.249
25-08-14,2070,91,8.209
25-08-14,1972,364,10.249
25-08-14,1973,364,10.253
18-08-14,2069,91,8.234
18-08-14,2050,182,8.7
18-08-14,1971,364,10.263
18-08-14,1971,364,10.263
18-08-14,2069,91,8.234
18-08-14,2051,182,8.693
